	E.CON	NEG.CON	NEG.CON2	ExN.Nereotest.ExN.1	ExN.Nereotest.ExN.2	ExN.Nereotest.ExN.3	ExN.Nereotest.ExN.4	ExN.Nereotest.ExN.5	ExN.Nereotest.Nereo.1	ExN.Nereotest.Nereo.2	ExN.Nereotest.Nereo.3	ExN.Nereotest.Nereo.4	ExN.Nereotest.Nereo.5	ExN.Nereotest.Mast.1	ExN.Nereotest.Mast.2	ExN.Nereotest.Mast.3	ExN.Nereotest.Mast.4	ExN.Nereotest.Mast.5	ExN.Nereotest.NereoMast.1	ExN.Nereotest.NereoMast.2	ExN.Nereotest.NereoMast.3	ExN.Nereotest.NereoMast.4	ExN.Nereotest.NereoMast.5	Nereo.Loneincube.Nereo.1	Nereo.Loneincube.Nereo.2	Nereo.Loneincube.Nereo.3	Nereo.Loneincube.Nereo.4	Nereo.Loneincube.Nereo.5	Mast.Loneincube.Mast.1	Mast.Loneincube.Mast.2	Mast.Loneincube.Mast.3	Mast.Loneincube.Mast.4	Mast.Loneincube.Mast.5	Water.Nereotest.H2O.1	Water.Nereotest.H2O.2	Water.Nereotest.H2O.3	Water.Nereotest.H2O.4	Water.Nereotest.H2O.5	Water.Nereotest.ExN.1	Water.Nereotest.ExN.2	Water.Nereotest.ExN.3	Water.Nereotest.ExN.4	Water.Nereotest.ExN.5	Water.Nereotest.Nereo.1	Water.Nereotest.Nereo.2	Water.Nereotest.Nereo.3	Water.Nereotest.Nereo.4	Water.Nereotest.Nereo.5	Water.Nereotest.Mast.1	Water.Nereotest.Mast.2	Water.Nereotest.Mast.3	Water.Nereotest.Mast.4	Water.Nereotest.Mast.5	Water.Nereotest.NereoMast.1	Water.Nereotest.NereoMast.2	Water.Nereotest.NereoMast.3	Water.Nereotest.NereoMast.4	Water.Nereotest.NereoMast.5	YoungNereo.Environmental.Brockton.1	YoungNereo.Environmental.Brockton.2	YoungNereo.Environmental.Brockton.3	YoungNereo.Environmental.Brockton.4	YoungNereo.Environmental.Brockton.5	OldNereo.Environmental.Brockton.1	OldNereo.Environmental.Brockton.2	OldNereo.Environmental.Brockton.3	OldNereo.Environmental.Brockton.4	OldNereo.Environmental.Brockton.5	water.Loneincube.Mast.1	water.Loneincube.Mast.2	water.Loneincube.Mast.3	water.Loneincube.Mast.4	water.Loneincube.Mast.5	water.Loneincube.Nereo.1	water.Loneincube.Nereo.2	water.Loneincube.Nereo.3	water.Loneincube.Nereo.4	Mast.Environmental.Brockton.1	Mast.Environmental.Brockton.2	Mast.Environmental.Brockton.3	Mast.Environmental.Brockton.4	Mast.Environmental.Brockton.5	Nereocystis.Environmental.StarfishInner.1	Nereocystis.Environmental.StarfishInner.2	Nereocystis.Environmental.StarfishInner.3	Nereocystis.Environmental.StarfishInner.4	Nereocystis.Environmental.StarfishOuter2.1	Nereocystis.Environmental.StarfishOuter3.2	Nereocystis.Environmental.StarfishOuter4.3	Nereocystis.Environmental.StarfishOuter5.4	Water.Environmental.StarfishInner.1	Water.Environmental.StarfishInner.2	Water.Environmental.StarfishInner.3	Water.Environmental.StarfishOuter.1	Water.Environmental.StarfishOuter.2	Water.Environmental.StarfishOuter.3	taxonomy
95	0	0	0	0	0	0	0	0	0	62	0	0	0	1	0	26	16	0	1	1	0	12	15	2	3	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	25	0	1	0	0	20	8	8	17	0	34	75	10	58	0	0	1	0	0	0	1	0	0	0	1	3	0	0	1	3	0	32	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
18449	0	1	0	133	107	19	3	2	0	9	7	9	6	1	352	39	127	17	5	44	57	5	44	3	0	0	7	0	8	0	0	20	0	6	7	0	0	1	27	37	0	13	13	5	0	0	5	8	0	48	98	11	6	15	10	32	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __Aestuariibacter
10845	0	0	0	2	5	135	0	1	1	153	6	1	116	0	1	41	11	2	0	389	1	8	20	10	14	179	68	0	2	0	3	0	2	0	0	0	0	0	1	0	0	1	3	1	114	0	12	33	0	1	3	5	4	1	14	0	12	1	1	5	0	17	0	6	0	1	0	1	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Alphaproteobacteria_Incertae_Sedis; __Unknown_Family; __uncultured; __uncultured_bacterium
13647	0	1	0	2	172	25	4	1	0	2	1	0	1	0	0	0	14	2	26	8	0	1	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	8	4	1	6	1	8	0	0	2	0	1	5	2	20	4	8	0	45	0	106	40	72	57	204	5	2	24	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	7	5	15	9	31	55	10	10	0	0	1	0	0	0	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium
10097	0	0	0	2	0	3	0	33	0	110	6	3	2	0	0	25	7	2	800	0	155	16	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	0	5	0	0	134	0	30	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	14	4	0	1	0	0	1	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Shewanellaceae; __Psychrobium
19316	0	0	0	7	109	489	0	1	0	8	5	2	24	0	9	2	5	0	25	14	5	0	52	5	0	70	0	0	0	0	0	1	0	0	1	0	0	0	11	3	18	2	0	1	9	0	2	5	0	0	0	2	1	6	4	11	0	2	9	38	103	48	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	4	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Caulobacterales; __Hyphomonadaceae; __Litorimonas
19184	0	0	0	5	122	0	0	0	0	4	0	0	0	0	0	0	9	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	504	6	32	702	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Alphaproteobacteria_Incertae_Sedis; __uncultured; __uncultured
8117	0	0	0	5	30	269	19	104	0	1	1	1	15	1	5	9	10	5	4	11	0	1	3	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	13	0	69	8	15	0	12	0	0	99	0	0	1	1	18	1	7	2	6	0	126	51	5	77	72	20	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	13	8	5	0	0	0	1	0	0	0	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium
15099	0	0	0	0	0	1	1	0	0	161	0	6	3	0	0	0	0	0	0	2	0	27	0	14	140	127	568	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	77	0	12	21	1	1	0	5	0	3	3	0	13	0	0	7	0	0	1	23	56	52	10	0	0	0	0	0	0	20	0	15	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	Unassigned
9945	0	0	0	0	0	12	0	24	0	51	7	8	0	0	0	17	6	2	10	3	4	18	22	2	38	1	1	0	12	0	0	3	0	2	3	0	5	0	1	0	0	1	4	6	1	18	141	1	2	17	14	11	3	156	9	45	71	524	0	0	2	0	0	2	0	0	0	0	4	0	0	0	9	1	0	0	0	4	4	15	3	7	0	0	0	0	0	0	0	1	0	0	0	0	3	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Vibrionales; __Vibrionaceae; __Vibrio; __Vibrio_cyclitrophicus_FF75
72	0	0	0	1	1	1	1	0	0	7	0	18	0	0	0	6	4	0	0	0	0	1	1	0	10	1	4	0	0	0	0	0	0	28	83	0	17	25	7	79	0	48	16	28	1	0	49	12	0	1	2	0	2	0	4	21	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	56	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Unassigned
20187	7	0	0	1	0	4	1	1	0	7	4	3	4	0	7	6	1	0	26	4	0	8	151	218	112	257	15	2	16	30	55	54	36	0	1	0	1	0	0	0	0	0	3	4	24	0	5	2	0	1	6	5	3	1	1	2	11	1	5	18	4	3	28	11	9	52	1	0	0	1	0	1	2	37	0	4	0	13	10	26	9	6	0	0	1	1	9	2	0	1	0	0	1	0	3	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Sulfitobacter
16694	0	0	0	3	4	854	3	0	0	30	16	9	140	0	0	31	9	0	0	19	2	0	9	0	0	40	2	2	1	0	4	2	0	0	0	0	0	0	0	0	0	1	0	0	4	0	21	10	2	0	6	0	0	0	11	3	4	1	23	0	2	8	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Cryomorphaceae; __uncultured; __uncultured_Bacteroidetes_bacterium
22962	0	0	0	2	187	19	8	0	0	3	0	2	2	0	1	0	17	0	23	4	0	1	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	23	15	7	2	3	0	9	0	0	3	0	0	4	0	22	2	12	1	56	4	143	36	92	85	241	7	1	28	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	6	3	14	45	23	74	16	10	0	0	1	0	1	0	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium
5148	0	0	0	2	5	0	1	1	0	7	0	53	3	0	0	3	3	0	0	0	0	3	6	3	22	0	2	0	0	0	0	0	0	37	162	0	30	45	27	160	2	92	33	48	2	0	79	19	0	0	4	0	1	0	5	37	0	17	0	0	0	0	0	0	0	0	0	1	0	2	0	0	6	78	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
9049	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0	1	43	0	0	13	31	162	23	47	44	101	19	4	0	2	76	0	90	18	137	181	0	1	0	18	21	0	0	0	0	0	0	0	0	0	1	1	71	0	1	0	12	0	1	22	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Marivita; __uncultured_bacterium
142	0	0	0	3	17	173	13	59	1	1	0	0	7	0	4	4	0	2	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	42	8	12	0	8	0	3	48	0	1	1	1	13	3	4	0	5	0	76	12	4	33	30	15	5	22	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	53	0	7	5	4	0	0	0	1	0	0	0	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium
11430	0	0	0	3	1	2	132	0	0	163	0	3	5	0	0	95	7	490	0	67	0	5	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	67	0	0	27	0	4	2	0	0	16	1	14	0	186	4	4	3	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Colwelliaceae; __Colwellia; __uncultured_bacterium
1223	0	0	0	1	132	14	2	0	0	1	1	0	0	0	0	0	6	2	15	7	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	7	4	0	1	1	6	0	2	2	0	0	2	1	4	0	8	0	30	0	79	18	61	47	137	0	0	22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	14	7	19	33	11	3	0	0	0	0	0	0	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	14	130	27	307	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	19	3	27	41	3	8	7	10	3	0	2	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	2	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Firmicutes; __Clostridia; __Halanaerobiales; __ODP1230B8.23; __ODP1230B8.23; __uncultured_bacterium
14533	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	3	12	0	30	30	2	4	11	0	0	2	6	0	321	27	44	148	167	1	1	0	0	0	2	2	0	2	10	5	1	0	5	1	3	68	58	53	13	32	45	67	11	12	0	0	1	0	0	0	0	0	0	3	2	17	4	0	0	0	0	0	1	33	12	9	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Kordia; __Kordia_jejudonensis
133	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	2	0	0	9	9	0	1	1	1	1	0	104	0	4	1	1	4	3	0	0	0	0	0	0	0	0	0	0	4	6	0	1	0	0	0	0	2	1	4	4	1	1	1	0	44	4	1	1	135	181	44	8	0	0	2	0	0	0	0	0	0	1	0	1	4	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	Bacteria; __Proteobacteria; __Deltaproteobacteria; __Bdellovibrionales; __Bdellovibrionaceae; __OM27_clade; __uncultured_bacterium
10345	0	0	0	14	4	26	7	0	0	39	0	1	0	0	0	0	2	9	1	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	3	2	45	5	0	64	0	2	3	0	0	0	3	87	0	16	0	0	1	135	51	20	431	5	11	86	59	3	1	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	6	1	1	1	0	0	0	0	0	0	Unassigned
16305	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	1	14	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	2	1	0	0	0	0	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	28	6	778	99	115	189	12	0	0	2	0	0	0	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Pibocella
12275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	257	98	196	70	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	3	6	16	1	7	1	2	1	0	1	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	12	8	33	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae
11147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	1	0	0	0	43	13	15	101	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	4	0	10	0	1	0	0	0	0	0	0	2	4	2	3	0	0	0	0	0	0	0	0	0	82	7	548	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Bacteria; __Cyanobacteria; __Chloroplast; __Chloroplast; __Chloroplast; __Chloroplast; __uncultured_cyanobacterium
21029	0	0	0	15	31	27	1	2	0	59	4	8	4	0	7	15	32	6	0	50	168	4	40	1	2	9	7	2	2	0	0	0	0	1	0	0	0	0	3	5	1	7	2	0	19	9	101	59	0	1	5	3	1	5	159	127	12	62	1	1	0	6	0	0	0	0	0	0	0	0	0	0	36	2	6	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __Paraglaciecola
9051	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4	2	44	4	0	16	39	153	16	44	50	88	24	5	1	1	56	2	92	13	151	185	0	0	2	15	12	0	0	1	0	0	0	0	1	0	1	0	93	0	0	1	12	0	5	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Marivita
16304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	15	23	0	0	2	23	2	6	0	0	124	117	179	110	255	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	19	20	26	31	5	41	30	43	12	0	0	0	0	0	0	0	0	2	3	1	13	0	1	0	0	0	1	0	17	35	99	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Pibocella
9203	0	0	0	0	0	1	0	1	0	191	3	0	2	0	0	13	0	0	263	132	0	4	2	0	0	410	1	0	0	2	0	25	0	2	0	0	0	0	0	0	0	0	42	0	102	0	1	5	0	2	10	3	3	20	4	0	7	2	1	0	0	0	0	0	0	0	0	4	0	5	0	2	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Alphaproteobacteria_Incertae_Sedis; __Unknown_Family; __uncultured; __uncultured_bacterium
19712	0	0	0	7	0	0	35	0	0	1	1154	0	0	0	0	0	17	0	0	2	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	2	0	0	0	0	0	3	19	1	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Pseudomonadales; __Pseudomonadaceae; __Pseudomonas
1106	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	180	0	9	122	62	58	24	57	66	48	19	3	66	64	1	32	16	33	10	5	21	26	17	6	0	0	2	0	0	0	0	0	0	0	0	33	1	0	8	10	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Rhodospirillaceae; __uncultured; __uncultured_Oceanibaculum_sp.
66	0	0	0	0	0	0	0	0	0	202	3	68	8	4	2	95	8	0	0	29	1	9	88	18	160	3	38	13	31	7	11	3	0	0	0	0	0	0	0	0	0	0	0	10	3	0	1	1	1	1	3	0	5	1	7	6	0	3	0	2	0	0	0	0	1	0	1	0	0	1	0	0	0	3	0	1	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Unassigned
10591	0	0	0	1	3	5	0	1	0	10	0	15	4	0	0	6	1	0	0	0	0	3	2	2	5	0	5	0	0	0	0	0	1	114	96	0	74	30	65	82	19	101	83	17	12	2	75	71	1	5	6	2	7	0	12	23	3	17	0	0	0	0	0	0	0	0	0	0	0	6	0	0	37	82	0	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	Unassigned
20473	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	13	11	0	1	11	1	86	10	9	8	91	123	0	12	98	2	32	88	59	29	1	120	39	111	68	0	0	0	0	0	0	0	0	0	2	2	24	6	0	0	2	0	7	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Sulfitobacter
21183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	12	4	0	5	6	1	0	0	1	0	0	1	0	2	3	0	2	0	0	0	0	0	0	0	1	0	1	0	1	1	0	36	555	82	160	47	53	95	67	59	0	0	0	0	0	0	0	0	0	12	1	25	2	3	0	14	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Polaribacter_4
9222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	247	109	124	89	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	22	22	45	12	14	8	8	8	0	2	2	0	0	0	0	0	0	5	1	13	0	0	0	0	0	0	0	52	108	58	4	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Parvularculales; __Parvularculaceae; __Parvularculaceae
11301	0	0	0	2	1	4	77	1	0	64	3	0	0	0	0	13	13	634	0	21	1	1	10	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	174	0	0	4	0	6	0	1	1	5	2	13	0	53	0	0	0	3	23	1	5	2	1	0	1	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	6	1	1	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Colwelliaceae; __Colwellia
14730	0	0	0	5	0	1	8	0	0	0	1210	0	0	0	0	0	5	0	0	3	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Xanthomonadales; __Xanthomonadaceae; __Stenotrophomonas
8868	0	0	0	2	8	6	0	15	0	1	8	3	1	0	1	3	10	0	88	12	91	27	0	31	12	3	16	1	0	0	2	5	3	18	35	0	4	4	60	4	17	17	46	22	18	28	19	20	2	18	46	8	38	184	27	62	67	2	0	0	0	0	0	0	0	0	2	1	1	1	0	0	2	4	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Ruegeria
6800	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	2	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
3950	0	0	0	1	1	9	0	6	0	7	0	0	3	0	0	0	4	0	17	5	0	2	0	0	0	0	2	0	0	0	0	0	0	34	4	0	11	26	37	19	41	24	367	26	129	0	3	43	0	4	63	9	31	47	63	56	36	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria; __Bacteroidetes; __Flavobacteriia; __Flavobacteriales; __Flavobacteriaceae; __Croceibacter; __Croceibacter_atlanticus_HTCC2559
17450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	0	0	0	0	0	73	14	354	91	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	4	5	2	5	2	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	64	48	314	41	5	0	0	1	0	0	0	0	0	0	0	0	0	3	0	Bacteria; __Proteobacteria; __Alphaproteobacteria; __Caulobacterales; __Hyphomonadaceae; __Hyphomonas
141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	50	66	57	0	Archaea; __Euryarchaeota; __Thermoplasmata; __Thermoplasmatales; __Marine_Group_II; __Marine_Group_II; __uncultured_archaeon
9853	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	2	1	42	3	2	0	8	3	1	0	0	0	0	0	0	0	0	0	0	0	6	4	11	34	3	3	7	849	4	3	0	0	1	1	0	0	0	1	0	Bacteria; __Proteobacteria; __Gammaproteobacteria; __Thiotrichales; __Thiotrichaceae; __Cocleimonas; __uncultured_bacterium
13792	1	0	0	0	0	1	6	4	1	9	0	0	11	0	0	0	0	0	0	4	0	2	0	22	11	17	3	0	2	0	1	0	0	0	1	0	0	0	65	62	15	39	93	56	327	0	1	40	0	3	0	20	23	3	155	2	24	5	0	5	10	2	0	13	5	50	15	3	47	0	0	0	3	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Rubritaleaceae; __Rubritalea; __uncultured_bacterium
85	0	0	0	0	0	0	0	0	0	114	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	7	3	3	7	1	1	0	0	4	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Proteobacteria; __Deltaproteobacteria; __Oligoflexales; __Oligoflexaceae; __Oligoflexaceae; __uncultured_bacterium
14451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	348	11	45	14	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	196	44	418	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __Portibacter; __uncultured_bacterium
14301	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	0	269	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	Bacteria; __Cyanobacteria; __Chloroplast; __Chloroplast; __Chloroplast; __Chloroplast; __uncultured_bacterium
